保存loss
epoch= 0 sampleNo.= 0 minloss= 10 cross_entropy= tensor(16.2742, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0254, device='cuda:0')
epoch= 0 sampleNo.= 1 minloss= 10 cross_entropy= tensor(13.1226, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0609, device='cuda:0')
epoch= 0 sampleNo.= 2 minloss= 10 cross_entropy= tensor(12.2768, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0931, device='cuda:0')
epoch= 0 sampleNo.= 3 minloss= 10 cross_entropy= tensor(11.2625, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 4 minloss= 10 cross_entropy= tensor(11.6096, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 5 minloss= 10 cross_entropy= tensor(11.1879, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 6 minloss= 10 cross_entropy= tensor(10.8769, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 7 minloss= 10 cross_entropy= tensor(10.6622, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 8 minloss= 10 cross_entropy= tensor(11.2524, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 9 minloss= 10 cross_entropy= tensor(10.5246, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 10 minloss= 10 cross_entropy= tensor(10.3632, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 11 minloss= 10 cross_entropy= tensor(10.4616, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 12 minloss= 10 cross_entropy= tensor(10.4998, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 13 minloss= 10 cross_entropy= tensor(10.3116, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 14 minloss= 10 cross_entropy= tensor(10.6041, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 15 minloss= 10 cross_entropy= tensor(10.4902, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 16 minloss= 10 cross_entropy= tensor(10.3860, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 17 minloss= 10 cross_entropy= tensor(10.3126, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 18 minloss= 10 cross_entropy= tensor(10.1689, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 19 minloss= 10 cross_entropy= tensor(10.2318, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 20 minloss= 10 cross_entropy= tensor(10.6528, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 21 minloss= 10 cross_entropy= tensor(10.1550, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 22 minloss= 10 cross_entropy= tensor(10.3518, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
保存参数 
epoch= 0 sampleNo.= 23 minloss= tensor(9.9585, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.9585, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 207 sampleNo.= 65 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(12.0208, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.1893, device='cuda:0')
epoch= 207 sampleNo.= 66 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.9404, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2723, device='cuda:0')
epoch= 207 sampleNo.= 67 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.4589, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2983, device='cuda:0')
epoch= 207 sampleNo.= 68 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.8324, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5577, device='cuda:0')
保存loss
epoch= 208 sampleNo.= 0 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.9897, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2686, device='cuda:0')
epoch= 208 sampleNo.= 1 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.9795, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2916, device='cuda:0')
epoch= 208 sampleNo.= 2 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.5244, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3685, device='cuda:0')
epoch= 208 sampleNo.= 3 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(12.1375, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2389, device='cuda:0')
epoch= 208 sampleNo.= 4 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(12.3635, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2129, device='cuda:0')
epoch= 208 sampleNo.= 5 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.8804, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2284, device='cuda:0')
epoch= 208 sampleNo.= 6 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.9548, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2356, device='cuda:0')
epoch= 208 sampleNo.= 7 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.7726, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2698, device='cuda:0')
epoch= 208 sampleNo.= 8 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.2779, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2658, device='cuda:0')
epoch= 208 sampleNo.= 9 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.5660, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2198, device='cuda:0')
epoch= 208 sampleNo.= 10 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.3271, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2429, device='cuda:0')
epoch= 208 sampleNo.= 11 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.9581, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3519, device='cuda:0')
epoch= 208 sampleNo.= 12 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.4934, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3451, device='cuda:0')
epoch= 208 sampleNo.= 13 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.6778, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4248, device='cuda:0')
epoch= 208 sampleNo.= 14 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.4442, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2883, device='cuda:0')
epoch= 208 sampleNo.= 15 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.7594, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3359, device='cuda:0')
epoch= 208 sampleNo.= 16 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.9285, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2621, device='cuda:0')
epoch= 208 sampleNo.= 17 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.9608, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.1893, device='cuda:0')
epoch= 208 sampleNo.= 18 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.0180, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2949, device='cuda:0')
epoch= 208 sampleNo.= 19 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.4360, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2696, device='cuda:0')
epoch= 208 sampleNo.= 20 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.3568, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3946, device='cuda:0')
epoch= 208 sampleNo.= 21 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.4443, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.1393, device='cuda:0')
epoch= 208 sampleNo.= 22 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(12.4098, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2225, device='cuda:0')
epoch= 208 sampleNo.= 23 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.8668, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2124, device='cuda:0')
epoch= 208 sampleNo.= 24 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.0417, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2717, device='cuda:0')
epoch= 208 sampleNo.= 25 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.8307, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2793, device='cuda:0')
epoch= 208 sampleNo.= 26 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.3342, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3408, device='cuda:0')
epoch= 208 sampleNo.= 27 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.7252, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3132, device='cuda:0')
epoch= 208 sampleNo.= 28 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.6007, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3805, device='cuda:0')
epoch= 208 sampleNo.= 29 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.3226, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3031, device='cuda:0')
epoch= 208 sampleNo.= 30 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.1760, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2028, device='cuda:0')
epoch= 208 sampleNo.= 31 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.1708, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2670, device='cuda:0')
epoch= 208 sampleNo.= 32 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.7689, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3172, device='cuda:0')
epoch= 208 sampleNo.= 33 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.4149, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3090, device='cuda:0')
epoch= 208 sampleNo.= 34 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.0514, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2982, device='cuda:0')
epoch= 208 sampleNo.= 35 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.8047, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2818, device='cuda:0')
epoch= 208 sampleNo.= 36 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.0522, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3803, device='cuda:0')
epoch= 208 sampleNo.= 37 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.8935, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2142, device='cuda:0')
epoch= 208 sampleNo.= 38 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.1327, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2262, device='cuda:0')
epoch= 208 sampleNo.= 39 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.2773, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.1989, device='cuda:0')
epoch= 208 sampleNo.= 40 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.6641, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3410, device='cuda:0')
epoch= 208 sampleNo.= 41 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.5535, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3109, device='cuda:0')
epoch= 208 sampleNo.= 42 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.4533, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2310, device='cuda:0')
epoch= 208 sampleNo.= 43 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.8161, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2103, device='cuda:0')
epoch= 208 sampleNo.= 44 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(12.3139, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2288, device='cuda:0')
epoch= 208 sampleNo.= 45 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(12.5009, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2291, device='cuda:0')
epoch= 208 sampleNo.= 46 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.0791, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3308, device='cuda:0')
epoch= 208 sampleNo.= 47 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.7148, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3675, device='cuda:0')
epoch= 208 sampleNo.= 48 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.4512, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3543, device='cuda:0')
epoch= 208 sampleNo.= 49 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(12.0421, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2439, device='cuda:0')
保存loss
epoch= 208 sampleNo.= 50 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.1993, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2936, device='cuda:0')
epoch= 208 sampleNo.= 51 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.6298, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3434, device='cuda:0')
epoch= 208 sampleNo.= 52 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(12.4190, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2468, device='cuda:0')
epoch= 208 sampleNo.= 53 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.7132, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2925, device='cuda:0')
epoch= 208 sampleNo.= 54 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.4787, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4223, device='cuda:0')
epoch= 208 sampleNo.= 55 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.7926, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3123, device='cuda:0')
epoch= 208 sampleNo.= 56 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.6033, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2875, device='cuda:0')
epoch= 208 sampleNo.= 57 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.3420, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3578, device='cuda:0')
epoch= 208 sampleNo.= 58 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.8552, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2467, device='cuda:0')
epoch= 208 sampleNo.= 59 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.8404, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3338, device='cuda:0')
epoch= 208 sampleNo.= 60 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.4075, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2052, device='cuda:0')
epoch= 208 sampleNo.= 61 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.0167, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3345, device='cuda:0')
epoch= 208 sampleNo.= 62 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(12.0158, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2093, device='cuda:0')
epoch= 208 sampleNo.= 63 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(12.0501, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2673, device='cuda:0')
epoch= 208 sampleNo.= 64 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(12.5116, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2947, device='cuda:0')
epoch= 208 sampleNo.= 65 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.2440, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3541, device='cuda:0')
epoch= 208 sampleNo.= 66 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.7825, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2461, device='cuda:0')
epoch= 208 sampleNo.= 67 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.9555, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3615, device='cuda:0')
epoch= 208 sampleNo.= 68 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(20.1284, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.7096, device='cuda:0')
保存loss
epoch= 209 sampleNo.= 0 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.9253, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2466, device='cuda:0')
epoch= 209 sampleNo.= 1 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.2081, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.1561, device='cuda:0')
epoch= 209 sampleNo.= 2 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.6616, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3006, device='cuda:0')
epoch= 209 sampleNo.= 3 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.5645, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2184, device='cuda:0')
epoch= 209 sampleNo.= 4 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.9258, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3214, device='cuda:0')
epoch= 209 sampleNo.= 5 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.3556, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3694, device='cuda:0')
epoch= 209 sampleNo.= 6 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.8314, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2043, device='cuda:0')
epoch= 209 sampleNo.= 7 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.7233, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2741, device='cuda:0')
epoch= 209 sampleNo.= 8 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.0444, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4696, device='cuda:0')
epoch= 209 sampleNo.= 9 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.6691, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2618, device='cuda:0')
epoch= 209 sampleNo.= 10 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.9336, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3946, device='cuda:0')
epoch= 209 sampleNo.= 11 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.8078, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2739, device='cuda:0')
epoch= 209 sampleNo.= 12 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.1365, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2800, device='cuda:0')
epoch= 209 sampleNo.= 13 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.7824, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2683, device='cuda:0')
epoch= 209 sampleNo.= 14 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.9588, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2643, device='cuda:0')
epoch= 209 sampleNo.= 15 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.9497, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2984, device='cuda:0')
epoch= 209 sampleNo.= 16 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.4559, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3417, device='cuda:0')
epoch= 209 sampleNo.= 17 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.8185, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2924, device='cuda:0')
epoch= 209 sampleNo.= 18 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.5481, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4054, device='cuda:0')
epoch= 209 sampleNo.= 19 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.0663, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2972, device='cuda:0')
epoch= 209 sampleNo.= 20 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.5350, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3609, device='cuda:0')
epoch= 209 sampleNo.= 21 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.9738, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3228, device='cuda:0')
epoch= 209 sampleNo.= 22 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.4542, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2639, device='cuda:0')
epoch= 209 sampleNo.= 23 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.8864, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2948, device='cuda:0')
epoch= 209 sampleNo.= 24 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(13.3927, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2512, device='cuda:0')
epoch= 209 sampleNo.= 25 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.4149, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3618, device='cuda:0')
epoch= 209 sampleNo.= 26 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.6693, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2998, device='cuda:0')
epoch= 209 sampleNo.= 27 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.6227, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2877, device='cuda:0')
epoch= 209 sampleNo.= 28 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.9879, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3323, device='cuda:0')
epoch= 209 sampleNo.= 29 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.0584, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3580, device='cuda:0')
epoch= 209 sampleNo.= 30 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.9240, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.1666, device='cuda:0')
epoch= 209 sampleNo.= 31 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.4661, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2151, device='cuda:0')
epoch= 209 sampleNo.= 32 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.2353, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3882, device='cuda:0')
